Strain,Mutations,Number/ID,Tet Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,4:29,C3,0.093
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,4:59,C3,0.094
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,5:29,C3,0.095
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,5:59,C3,0.096
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,6:29,C3,0.097
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,6:59,C3,0.098
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,7:29,C3,0.099
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,7:59,C3,0.101
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,8:29,C3,0.103
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,8:59,C3,0.105
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,9:29,C3,0.107
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,9:59,C3,0.111
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,10:29,C3,0.114
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,10:59,C3,0.118
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,11:29,C3,0.124
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,11:59,C3,0.13
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,12:29,C3,0.136
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,12:59,C3,0.145
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,13:29,C3,0.155
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,13:59,C3,0.167
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,14:29,C3,0.181
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,14:59,C3,0.198
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,15:29,C3,0.219
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,15:59,C3,0.242
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,16:29,C3,0.27
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,16:59,C3,0.302
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,17:29,C3,0.341
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,17:59,C3,0.387
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,18:29,C3,0.44
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,18:59,C3,0.482
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,19:29,C3,0.53
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,19:59,C3,0.585
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,20:29,C3,0.666
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,20:59,C3,0.698
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,21:29,C3,0.732
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,21:59,C3,0.771
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,22:29,C3,0.806
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,22:59,C3,0.838
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,23:29,C3,0.87
BL21,Δ7,JOE7061,156 ng/mL,+,4/28,23:59,C3,0.912
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,0:00,C4,0.094
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,0:29,C4,0.095
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,0:59,C4,0.095
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,1:29,C4,0.095
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,1:59,C4,0.096
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,2:29,C4,0.096
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,2:59,C4,0.096
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,3:29,C4,0.097
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,3:59,C4,0.098
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,4:29,C4,0.098
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,4:59,C4,0.099
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,5:29,C4,0.1
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,5:59,C4,0.102
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,6:29,C4,0.104
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,6:59,C4,0.105
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,7:29,C4,0.107
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,7:59,C4,0.11
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,8:29,C4,0.113
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,8:59,C4,0.117
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,9:29,C4,0.122
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,9:59,C4,0.127
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,10:29,C4,0.134
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,10:59,C4,0.142
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,11:29,C4,0.151
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,11:59,C4,0.163
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,12:29,C4,0.176
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,12:59,C4,0.192
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,13:29,C4,0.213
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,13:59,C4,0.234
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,14:29,C4,0.261
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,14:59,C4,0.292
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,15:29,C4,0.329
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,15:59,C4,0.376
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,16:29,C4,0.432
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,16:59,C4,0.48
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,17:29,C4,0.53
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,17:59,C4,0.584
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,18:29,C4,0.685
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,18:59,C4,0.721
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,19:29,C4,0.76
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,19:59,C4,0.795
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,20:29,C4,0.827
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,20:59,C4,0.859
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,21:29,C4,0.89
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,21:59,C4,0.923
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,22:29,C4,0.952
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,22:59,C4,0.977
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,23:29,C4,0.988
BL21,Δ7,JOE7199,156 ng/mL,+,4/28,23:59,C4,0.998
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,0:00,C5,0.092
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,0:29,C5,0.093
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,0:59,C5,0.093
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,1:29,C5,0.094
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,1:59,C5,0.094
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,2:29,C5,0.094
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,2:59,C5,0.095
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,3:29,C5,0.095
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,3:59,C5,0.096
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,4:29,C5,0.096
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,4:59,C5,0.097
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,5:29,C5,0.098
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,5:59,C5,0.099
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,6:29,C5,0.1
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,6:59,C5,0.101
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,7:29,C5,0.103
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,7:59,C5,0.105
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,8:29,C5,0.107
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,8:59,C5,0.109
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,9:29,C5,0.113
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,9:59,C5,0.116
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,10:29,C5,0.121
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,10:59,C5,0.126
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,11:29,C5,0.133
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,11:59,C5,0.141
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,12:29,C5,0.15
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,12:59,C5,0.163
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,13:29,C5,0.177
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,13:59,C5,0.195
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,14:29,C5,0.214
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,14:59,C5,0.24
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,15:29,C5,0.27
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,15:59,C5,0.304
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,16:29,C5,0.346
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,16:59,C5,0.4
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,17:29,C5,0.456
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,17:59,C5,0.507
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,18:29,C5,0.553
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,18:59,C5,0.615
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,19:29,C5,0.686
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,19:59,C5,0.717
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,20:29,C5,0.751
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,20:59,C5,0.782
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,21:29,C5,0.809
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,21:59,C5,0.837
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,22:29,C5,0.858
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,22:59,C5,0.885
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,23:29,C5,0.908
BL21,Δ7,JOE7200,156 ng/mL,+,4/28,23:59,C5,0.925
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,0:00,C6,0.092
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,0:29,C6,0.092
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,0:59,C6,0.092
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,1:29,C6,0.093
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,1:59,C6,0.093
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,2:29,C6,0.094
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,2:59,C6,0.094
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,3:29,C6,0.095
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,3:59,C6,0.096
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,4:29,C6,0.098
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,4:59,C6,0.099
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,5:29,C6,0.101
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,5:59,C6,0.103
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,6:29,C6,0.105
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,6:59,C6,0.108
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,7:29,C6,0.111
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,7:59,C6,0.115
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,8:29,C6,0.12
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,8:59,C6,0.126
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,9:29,C6,0.133
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,9:59,C6,0.14
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,10:29,C6,0.15
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,10:59,C6,0.162
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,11:29,C6,0.176
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,11:59,C6,0.193
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,12:29,C6,0.212
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,12:59,C6,0.236
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,13:29,C6,0.264
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,13:59,C6,0.295
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,14:29,C6,0.334
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,14:59,C6,0.381
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,15:29,C6,0.448
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,15:59,C6,0.494
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,16:29,C6,0.547
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,16:59,C6,0.603
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,17:29,C6,0.705
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,17:59,C6,0.741
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,18:29,C6,0.784
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,18:59,C6,0.816
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,19:29,C6,0.848
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,19:59,C6,0.88
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,20:29,C6,0.917
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,20:59,C6,0.943
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,21:29,C6,0.967
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,21:59,C6,0.987
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,22:29,C6,0.999
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,22:59,C6,1.009
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,23:29,C6,1.019
BL21,Δ7,JOE7201,156 ng/mL,+,4/28,23:59,C6,1.028
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,0:00,C7,0.088
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,0:29,C7,0.088
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,0:59,C7,0.089
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,1:29,C7,0.089
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,1:59,C7,0.089
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,2:29,C7,0.089
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,2:59,C7,0.089
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,3:29,C7,0.09
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,3:59,C7,0.09
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,4:29,C7,0.09
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,4:59,C7,0.091
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,5:29,C7,0.091
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,5:59,C7,0.092
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,6:29,C7,0.092
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,6:59,C7,0.093
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,7:29,C7,0.094
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,7:59,C7,0.095
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,8:29,C7,0.096
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,8:59,C7,0.097
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,9:29,C7,0.099
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,9:59,C7,0.1
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,10:29,C7,0.102
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,10:59,C7,0.105
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,11:29,C7,0.108
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,11:59,C7,0.111
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,12:29,C7,0.116
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,12:59,C7,0.12
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,13:29,C7,0.127
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,13:59,C7,0.133
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,14:29,C7,0.141
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,14:59,C7,0.15
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,15:29,C7,0.162
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,15:59,C7,0.177
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,16:29,C7,0.195
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,16:59,C7,0.215
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,17:29,C7,0.24
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,17:59,C7,0.273
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,18:29,C7,0.308
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,18:59,C7,0.351
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,19:29,C7,0.403
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,19:59,C7,0.457
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,20:29,C7,0.503
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,20:59,C7,0.554
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,21:29,C7,0.633
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,21:59,C7,0.676
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,22:29,C7,0.71
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,22:59,C7,0.747
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,23:29,C7,0.787
BL21,Δ7,JOE7060,156 ng/mL,-,4/28,23:59,C7,0.822
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,0:00,C8,0.091
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,0:29,C8,0.092
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,0:59,C8,0.092
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,1:29,C8,0.092
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,1:59,C8,0.092
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,2:29,C8,0.093
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,2:59,C8,0.093
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,3:29,C8,0.093
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,3:59,C8,0.094
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,4:29,C8,0.095
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,4:59,C8,0.096
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,5:29,C8,0.096
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,5:59,C8,0.098
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,6:29,C8,0.098
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,6:59,C8,0.1
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,7:29,C8,0.102
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,7:59,C8,0.103
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,8:29,C8,0.106
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,8:59,C8,0.108
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,9:29,C8,0.111
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,9:59,C8,0.115
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,10:29,C8,0.119
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,10:59,C8,0.124
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,11:29,C8,0.13
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,11:59,C8,0.137
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,12:29,C8,0.146
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,12:59,C8,0.157
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,13:29,C8,0.169
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,13:59,C8,0.183
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,14:29,C8,0.201
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,14:59,C8,0.221
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,15:29,C8,0.245
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,15:59,C8,0.274
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,16:29,C8,0.308
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,16:59,C8,0.347
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,17:29,C8,0.394
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,17:59,C8,0.445
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,18:29,C8,0.489
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,18:59,C8,0.537
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,19:29,C8,0.592
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,19:59,C8,0.668
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,20:29,C8,0.702
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,20:59,C8,0.736
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,21:29,C8,0.776
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,21:59,C8,0.811
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,22:29,C8,0.844
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,22:59,C8,0.874
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,23:29,C8,0.917
BL21,Δ7,JOE7061,156 ng/mL,-,4/28,23:59,C8,0.943
BL21,Δ7,JOE7199,156 ng/mL,-,4/28,0:00,C9,0.093
BL21,Δ7,JOE7199,156 ng/mL,-,4/28,0:29,C9,0.093
BL21,Δ7,JOE7199,156 ng/mL,-,4/28,0:59,C9,0.094
BL21,Δ7,JOE7199,156 ng/mL,-,4/28,1:29,C9,0.094
